File Path,Song ID,Title,Artist,Release,Genre,Song Hotttnesss,Duration,Tempo,Key,Mode,Loudness,Danceability,Energy,Year
MillionSongSubset/B/H/P/TRBHPGG128F428C972.h5,SOLPKNI12A8C13CA50,Loud Up!!,The Mad Capsule Markets,1997-2004 (Hits),Unknown,,161.01832,170.94,5,1,-4.279,0.0,0.0,2004
MillionSongSubset/B/H/P/TRBHPVP128E0785A51.h5,SOUJKAH12A6701F2A5,Control It (Album Version),Static-X,Shadow Zone,Unknown,0.652010036818513,185.10322,144.017,6,1,-3.261,0.0,0.0,2003
MillionSongSubset/B/H/P/TRBHPLS12903CB0FE6.h5,SOCWKZV12AB018A943,Everybody,Goose,Bring It On Rarities & Remixes,Unknown,,276.13995,130.052,11,0,-1.814,0.0,0.0,2006
MillionSongSubset/B/H/P/TRBHPJL128F9305DCA.h5,SOTZBSG12A8C141336,Fishing Blues,Jim Kweskin_ The Jug Band,See Reverse Side For The Title,Unknown,,202.1873,147.057,11,0,-7.883,0.0,0.0,0
MillionSongSubset/B/B/U/TRBBUHZ128F428F001.h5,SOULPEW12A8C13E4F7,4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],Madonna,Hard Candy,Unknown,,277.99465,127.999,10,0,-3.629,0.0,0.0,2008
MillionSongSubset/B/B/U/TRBBUCK128F42AFAD6.h5,SOVXKMW12A8C1414C1,Death Blow,Kool Moe Dee,The Greatest Hits,Unknown,,397.5571,107.022,6,1,-8.74,0.0,0.0,1991
MillionSongSubset/B/B/U/TRBBUBC128F148CBAA.h5,SOICMNM12A6D4F89C3,If They Want It,DJ Clue / Fabolous Sport,If They Want It,Unknown,,242.75546,193.919,11,1,-8.649,0.0,0.0,0
MillionSongSubset/B/B/U/TRBBUPS12903CFC938.h5,SOAPDWC12AC468BB3B,The Future,Benga,GetDarker Presents THIS IS DUBSTEP 2,Unknown,0.583748834895779,277.55057,87.468,11,0,-8.525,0.0,0.0,2006
MillionSongSubset/B/B/U/TRBBUOJ128F92FC6F2.h5,SOYSZGR12A8C14015C,Cursed Angel Of Doom (Previously Unreleased&Re-Recorded Track),Behemoth,Demonica,Unknown,0.2707759989463275,188.08118,139.115,5,0,-4.905,0.0,0.0,0
MillionSongSubset/B/B/U/TRBBULA128F146E122.h5,SOEOYBN12A6D4F9E2C,Turn The Heat Up,Bobaflex,Apologize For Nothing,Unknown,0.6606805977259118,147.43465,93.033,10,1,-3.124,0.0,0.0,2005
MillionSongSubset/B/B/W/TRBBWNS128F426F760.h5,SOGVDLQ12A58A7E3C5,Comin' Home,ZO2,Ain't It Beautiful,Unknown,0.26586104921065007,346.51383,88.344,7,1,-5.802,0.0,0.0,2007
MillionSongSubset/B/B/W/TRBBWKF128F934E709.h5,SOAWLLC12AB01893BC,Gateway,Dean Evenson,Ascension To Tibet,Unknown,0.4051157216913865,203.93751,98.442,2,1,-19.454,0.0,0.0,0
MillionSongSubset/B/B/W/TRBBWCP128F935F6DB.h5,SOGMTCP12A58A81E46,Go And Wash (Those Dirty Feet),Johnny Horton,Country Legend,Unknown,,138.86649,104.284,9,1,-16.059,0.0,0.0,2005
MillionSongSubset/B/B/W/TRBBWKS128F424E84A.h5,SOPNUVB12A8C13627D,Souffle 2,Vincent Bruley,Oxygène 5: Le Vent,Unknown,,920.76363,134.028,6,0,-16.676,0.0,0.0,0
MillionSongSubset/B/B/W/TRBBWDJ128F42595D5.h5,SOIFMVY12A8AE467B1,October,U2,October,Unknown,,142.23628,94.838,9,0,-14.05,0.0,0.0,1981
MillionSongSubset/B/B/W/TRBBWIP128F4287400.h5,SOVVGSH12A8C14085F,Pode Me Chamar,Eddie,Brazil Classics 7: What's Happening in Pernambuco_ New Sounds of the Brazilian Northeast,Unknown,0.6577330454896083,243.17342,160.089,8,1,-11.996,0.0,0.0,2007
MillionSongSubset/B/B/W/TRBBWSE128F9313963.h5,SOWJQRH12AB0186761,One About Heaven,Brent Lamb,Reflections Of A Simple Man,Unknown,,237.16526,142.978,7,1,-6.177,0.0,0.0,0
MillionSongSubset/B/B/S/TRBBSGI128F9309855.h5,SODWYJZ12AB018240F,America's Suitehearts,Fall Out Boy,Alternative Summer 2009,Unknown,0.7876204040717483,214.33424,160.109,2,1,-4.469,0.0,0.0,2008
MillionSongSubset/B/B/S/TRBBSXW12903CEB61D.h5,SOIWQSF12AC468C3CD,Natural Light (Subliminal Self-Help),Steven Halpern,Radiant Health & Well-Being,Unknown,,248.63302,134.538,5,0,-31.346,0.0,0.0,0
MillionSongSubset/B/B/S/TRBBSSU128F4265E16.h5,SOVBBUZ12A8C137B2D,Tsai Me Lemoni (2005 Digital Remaster),Dakis,Back To The 70'S-The Very Best Of Dakis,Unknown,,224.07791,109.08,0,0,-5.554,0.0,0.0,0
MillionSongSubset/B/B/S/TRBBSBF128F14687A4.h5,SOAEGFO12A6D4F87AA,Sound Clash (featuring Beenie Man) - FattaSly Extended Mix,Dream Warriors,The Master Plan,Unknown,,414.24934,106.821,6,1,-8.164,0.0,0.0,1996
MillionSongSubset/B/B/S/TRBBSFL128F931798C.h5,SOPFIWM12AB0186A0D,(Prayer Is The Key To Heaven) Faith Unlocks The Door,Don Gibson,I Can't Stop Loving You,Unknown,,151.09179,81.832,9,1,-15.854,0.0,0.0,1959
MillionSongSubset/B/B/S/TRBBSZN128F930E4E7.h5,SODKKPS12AB018397C,The One Who Lives Inside Your Heart,Lari White,Sing Me To Sleep_ Mommy,Unknown,,239.90812,137.002,7,1,-13.805,0.0,0.0,0
MillionSongSubset/B/B/S/TRBBSKC128F1496C4E.h5,SOLWGCZ12A6D4FA8F3,Finisterre (Live),Mau Mau,Marasma General,Unknown,,745.40363,107.983,7,1,-13.297,0.0,0.0,0
MillionSongSubset/B/B/K/TRBBKTG128E0785461.h5,SOQZZKI12A67020D38,Freedom (LP Version),Wayne Watson,The Very Best,Unknown,0.0,304.19546,114.528,2,1,-10.366,0.0,0.0,0
MillionSongSubset/B/B/K/TRBBKMZ128F93539F4.h5,SOCIACN12AB0189ADC,Storm,The Pharcyde,Humboldt Beginnings,Unknown,0.46054128135865785,217.88689,97.594,2,1,-4.163,0.0,0.0,2004
MillionSongSubset/B/B/K/TRBBKLD128F424ABF5.h5,SOVQEYV12AF72A06B2,No Quarter,Crowbar,Crowbar,Unknown,0.7140474595136154,270.73261,189.288,4,1,-8.6,0.0,0.0,0
MillionSongSubset/B/B/K/TRBBKUZ128F92C9D49.h5,SOAQTZJ12A8C14343C,Canal de jonage,Michèle Bernard,Piano Voix,Unknown,,230.24281,234.361,2,0,-12.166,0.0,0.0,2006
MillionSongSubset/B/B/K/TRBBKIH128F9343FD4.h5,SOMVRYP12AB0185AFF,Flight of the Elephant,Workhorse,Beasts of Burden,Unknown,0.2538347361322313,370.85995,60.15,5,1,-8.816,0.0,0.0,2007
MillionSongSubset/B/B/K/TRBBKXZ128F4215C88.h5,SORWASK12A6D4FA5ED,Ramène Moi,Lara Fabian,Carpe Diem,Unknown,0.3864772912554594,273.13587,109.965,2,1,-7.387,0.0,0.0,1994
MillionSongSubset/B/B/K/TRBBKTZ128F1456D67.h5,SOIBHJO12A6D4F7774,How We Get Down,Bad Azz,Personal Business (Explicit),Unknown,0.42744657148843085,270.39302,102.922,2,1,-5.204,0.0,0.0,0
MillionSongSubset/B/B/K/TRBBKAI128F4251AEF.h5,SOAVPSK12A58A7ED21,Animal Crimes,Mad Are Sane_ The,Who?What?Why?When?Where?,Unknown,0.43703620411161354,228.8322,196.196,1,1,-8.999,0.0,0.0,1984
MillionSongSubset/B/B/K/TRBBKAJ128F92D6072.h5,SOJUPKT12AAF3B381E,La Nativité Du Seigneur (1935) - 9 Méditations : I La Vierge Et L'enfant,Olivier Messiaen,Messiaen: 100th Anniversary Box Set,Unknown,,315.08853,85.599,3,1,-26.309,0.0,0.0,0
MillionSongSubset/B/B/F/TRBBFRR128F426CD17.h5,SOIQVDP12A8C13510A,You'll Need Somebody On Your Bond,Blind Willie Johnson,The Complete Blind Willie Johnson,Unknown,,187.16689,80.16,1,1,-17.389,0.0,0.0,1991
MillionSongSubset/B/B/F/TRBBFFE128F9347D66.h5,SOSJRCR12A58A7BEC0,Contigo Si,La 5A Estacion,Primera Toma,Unknown,0.2707759989463275,131.3171,100.266,7,1,-8.278,0.0,0.0,0
MillionSongSubset/B/B/F/TRBBFHG128F932B9D6.h5,SOIVFAV12AB0183D33,Autumn's Ablaze (Live),Primordial,A Journey's End,Unknown,,484.10077,186.12,8,0,-13.383,0.0,0.0,1998
MillionSongSubset/B/B/F/TRBBFLM128F14AD269.h5,SOKEGNC12A6D4FB54C,Main Title,Christophe Beck,Elektra,Unknown,0.21204540548371908,91.21914,131.487,8,0,-26.631,0.0,0.0,2002
MillionSongSubset/B/B/F/TRBBFMN128F421AF38.h5,SOJWSCQ12A6D4FBAB9,Trumpet Blues And Cantabile,Mike Vax,Trumpets - The Transformation,Unknown,,154.06975,107.411,7,1,-10.418,0.0,0.0,2001
MillionSongSubset/B/B/F/TRBBFUA128F933AB95.h5,SOHWRNV12A58A78E24,La Calle Del Gato Que Pesca,María Elena Walsh,Todos Cantamos Con Maria Elena,Unknown,0.0,156.83873,104.272,7,1,-14.627,0.0,0.0,0
MillionSongSubset/B/B/F/TRBBFBZ128F42493ED.h5,SOURKHT12A58A7F3E6,Tell The Truth (Album Version),Jude Cole,Start The Car,Unknown,0.44223459546857985,327.26159,159.673,10,1,-8.858,0.0,0.0,0
MillionSongSubset/B/B/F/TRBBFOT12903CBCB4F.h5,SONOKWX12AB0185FDC,Raggy Road,Capleton,Live At Negril,Unknown,,86.88281,161.737,7,1,-8.834,0.0,0.0,1997
MillionSongSubset/B/B/F/TRBBFTS12903CDC3D9.h5,SOFKMMF12AB018CE39,Concerto In A Minor_ Op 54: First Movement - Allegro Affettuoso - Andante Espressivo - Tempo I - Cadenza - Allegro Molto,Solomon,Piano Concertos; Grieg & Schumann,Unknown,,834.24608,199.792,0,1,-22.875,0.0,0.0,0
MillionSongSubset/B/B/V/TRBBVTH128F92F3B6F.h5,SOOAEZC12AAF3B28BD,Mary Had A Little Lamb,Dora The Explorer,Dora The Explorer Party Favorites,Unknown,,169.09016,141.961,7,1,-3.215,0.0,0.0,2008
MillionSongSubset/B/B/V/TRBBVPM12903CDB094.h5,SOPQJZR12AB01882BD,Kiss the Sky,Danielle Bollinger,When The Broken Hearted Love Again,Unknown,,223.52934,129.986,0,1,-4.518,0.0,0.0,2006
MillionSongSubset/B/B/V/TRBBVYO128F146AEDC.h5,SOZXKFE12A6D4F71FC,Witchcraft (1997 Digital Remaster),Joe Graves & The Diggers,Ultra-Lounge / Bossa Novaville Volume Fourteen,Unknown,0.42530424172042486,261.32853,88.947,0,1,-13.435,0.0,0.0,0
MillionSongSubset/B/B/V/TRBBVFT128F42ABB02.h5,SOOZDSM12A8C13D39D,3 + 3,Vangelis,3 Originals,Unknown,,575.58159,149.423,1,1,-17.058,0.0,0.0,1977
MillionSongSubset/B/B/V/TRBBVDP128F92F28CF.h5,SOCFKSK12A8C140704,Chaos (Live - Bridgehouse Tapes),4 Skins,The Secret Life Of The 4 Skins,Unknown,,126.14485,90.787,9,1,-6.014,0.0,0.0,0
MillionSongSubset/B/B/V/TRBBVBM128F4276D82.h5,SOGOVUN12A8AE46B43,I Don't Know,Teenage Fanclub,Bandwagonesque,Unknown,0.6052462289703278,274.70322,116.239,6,1,-15.838,0.0,0.0,1991
MillionSongSubset/B/B/V/TRBBVBM128F92D07F1.h5,SOORJCV12A8C144A4E,Xue Hua Chao,Hins Cheung,Urban Emotions,Unknown,,238.21016,149.765,0,1,-6.339,0.0,0.0,2008
MillionSongSubset/B/B/V/TRBBVNR128E078E1E4.h5,SOCMYLF12A67020A4D,Tell Your Momma Come,Black Eyed Peas,Bridging The Gap,Unknown,,196.362,204.304,7,0,-5.065,0.0,0.0,2000
MillionSongSubset/B/B/V/TRBBVXL128F427C3F2.h5,SOKPWEP12A8C137A4B,Fleetwood,Jim Bryson,The North Side Benches,Unknown,0.22914410371660274,276.21832,97.431,5,1,-7.101,0.0,0.0,0
MillionSongSubset/B/B/V/TRBBVYI128F4291603.h5,SODSFSH12A8C13EDFE,Anarchy in the UK (Sex Pistols) (Bonus Track),Adrenalin O.D.,Humungousfungusamongus,Unknown,0.0,142.65424,106.002,0,1,-5.235,0.0,0.0,1986
MillionSongSubset/B/B/V/TRBBVDW128F932262A.h5,SOCFNPC12AB017CE1B,Over The Rainbow,Anita Kerr,And Now...The Anita Kerr Orchestra!,Unknown,,156.52526,94.771,3,1,-14.355,0.0,0.0,0
MillionSongSubset/B/B/V/TRBBVFB128F1461507.h5,SOQLWVI12A6D4F465F,Year 3_000 Blues (2002 Digital Remaster),Ten Years After,Cricklewood Green,Unknown,0.2707759989463275,145.00526,106.145,11,0,-10.124,0.0,0.0,1970
MillionSongSubset/B/B/V/TRBBVSO128F9341C12.h5,SOVPTBI12AB01879CF,Anything's Better Than Feelin' The Blues,Martina McBride,Emotion,Unknown,,181.86404,40.384,11,1,-7.914,0.0,0.0,1999
MillionSongSubset/B/B/V/TRBBVAH128F4270300.h5,SONAWWG12A8C133380,40 OZ Quartet Part I,Tha Liks,X.O. Experience,Unknown,,108.2771,160.267,0,1,-6.929,0.0,0.0,2001
MillionSongSubset/B/B/L/TRBBLUS128F4276631.h5,SOSKXWY12A8C135248,C'Etait Bien,Jean Corti,Couka,Unknown,,183.19628,163.567,0,1,-11.765,0.0,0.0,2001
MillionSongSubset/B/B/L/TRBBLCU128F423C5DA.h5,SORLVXI12A8AE45E37,Prayer For The Dying (Live In Paris),Seal,Live In Paris,Unknown,0.3522322250053423,304.14322,133.193,5,1,-6.373,0.0,0.0,2005
MillionSongSubset/B/B/L/TRBBLBI128F92EEF0F.h5,SOJPQLG12A8C140660,Another Last Shot (Album Version),Vivian,Another Last Shot,Unknown,0.21508031850922793,283.79383,145.021,7,1,-5.08,0.0,0.0,0
MillionSongSubset/B/B/L/TRBBLOQ128F930C9DE.h5,SOLJMGD12A58A76C3A,Isle of St. Helena,Mary Black & General Humbert,Holding Up Half the Sky: Voices of Celtic Women,Unknown,0.37598430150044215,303.75138,99.237,7,1,-10.273,0.0,0.0,1984
MillionSongSubset/B/B/L/TRBBLTV12903CC3C00.h5,SOJKSPB12A67AD93AE,Marcel,Pierre Perret,Le Monde de Pierrot,Unknown,,277.21098,111.682,10,0,-10.416,0.0,0.0,1994
MillionSongSubset/B/B/L/TRBBLFA12903CDC496.h5,SOJEECD12AB018BDA5,I'll Be Yours,Faron Young,Live Fast_ Love Hard_ Die Young (Best of_ Vol. 1),Unknown,0.0,168.72444,74.894,2,1,-13.601,0.0,0.0,1994
MillionSongSubset/B/B/L/TRBBLTE128F42558EF.h5,SOELVHE12A8C135E02,Safety Net (Album Version),Moros Eros,Jealous Me Was Killed By Curiosity,Unknown,0.4733465411087876,224.41751,90.291,2,0,-5.879,0.0,0.0,2007
MillionSongSubset/B/B/L/TRBBLXX128F92C3D8C.h5,SOAQMCT12A8C1350DE,Turandot (2008 Digital Remaster)_ Act III - Scene I: Nessum dorma!,Maria Callas/Eugenio Fernandi/Elisabeth Schwarzkopf/Giuseppe Nessi/Nicola Zaccaria/Mario Borriello/Renato Ercolani/Piero de Palma/Giulio Mauri/Elisabetta Fusco/Pinuccia Perotti/Coro del Teatro alla Scala_ Milano/Orchestra del Teatro alla Scala_ Milano/Tul,Callas Sings Puccini,Unknown,,172.90404,109.721,2,1,-13.963,0.0,0.0,0
MillionSongSubset/B/B/L/TRBBLNS12903CE5265.h5,SORHGGM12AB01878D5,Eurydice! ombre chère!,Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos,Gluck: Orfée et Euridice,Unknown,,87.32689,36.624,7,1,-21.523,0.0,0.0,0
MillionSongSubset/B/B/L/TRBBLAN128F93183E6.h5,SOESSPX12AB01807A0,Hello Hello,Abrar - Ul - Haq,Billo on G.T. Road,Unknown,,301.16526,89.077,11,1,-11.362,0.0,0.0,0
MillionSongSubset/B/B/L/TRBBLUO12903CEDBD2.h5,SOCHJTF12AC4686775,A Talk With Dad,Speech,PEECHY,Unknown,0.0,160.93995,73.11,1,0,-22.033,0.0,0.0,2003
MillionSongSubset/B/B/L/TRBBLNE128F4256D3F.h5,SOGRSPK12A8A9D88E0,Subliminal ohne Naturgeraeusche,Kurt Tepperwein,Charismatisches Selbstimage - Selbst-Management,Unknown,0.0,1203.53914,113.487,4,1,-22.016,0.0,0.0,0
MillionSongSubset/B/B/L/TRBBLGX128F92D46B8.h5,SOHUHHZ12AAA15E72E,Sarankégni,Djelimady Tounkara,Solon kôno,Unknown,0.22914410371660274,487.33995,145.93,0,1,-9.777,0.0,0.0,2005
MillionSongSubset/B/B/L/TRBBLYZ128F4269606.h5,SOBNTOJ12A8C133435,Whip Fight,Harry Gregson-Williams,Rundown/Welcome To The Jungle,Unknown,,95.9473,145.971,10,0,-14.798,0.0,0.0,2003
MillionSongSubset/B/B/L/TRBBLDK128F93443C0.h5,SOCIALB12AB01811A2,Hunted,Scott Glasgow,Bone Dry - Original Motion Picture Soundtrack,Unknown,,154.5922,16.258,1,1,-26.765,0.0,0.0,0
MillionSongSubset/B/B/J/TRBBJVE128F9303F10.h5,SORGIYZ12AAF3B3528,A White Demon Love Song (Soundtrack Album Version),The Killers,The Twilight Saga: New Moon Original Motion Picture Soundtrack,Unknown,0.5237963474289389,213.96853,86.958,11,1,-9.041,0.0,0.0,0
MillionSongSubset/B/B/J/TRBBJJI128F4299711.h5,SOKEHTJ12A8C13DFB0,Blessed Assurance (I Love To Tell The Story Album Version),Mark Lowry,I Love To Tell The Story,Unknown,0.0,261.82485,106.549,0,1,-6.124,0.0,0.0,0
MillionSongSubset/B/B/J/TRBBJVD128E07826F3.h5,SOWNKOB12A6310E331,Deus Ex Machina,William Orbit,Strange Cargo III,Unknown,0.4507622416414992,339.80036,152.084,8,0,-35.277,0.0,0.0,1993
MillionSongSubset/B/B/J/TRBBJFO12903D074EE.h5,SOPRTNI12AC4688294,King Tee Production,King Tee,At Your Own Risk,Unknown,0.0,153.57342,108.301,2,1,-14.122,0.0,0.0,0
MillionSongSubset/B/B/J/TRBBJFZ12903D114AF.h5,SOCPUJD12AC468AD40,Lusco,Berrogüetto,Viaxe Por Urticaria,Unknown,0.26695518627553855,115.17342,105.101,2,1,-17.876,0.0,0.0,0
MillionSongSubset/B/B/J/TRBBJKY128F931FB24.h5,SOUKHSU12AB0185CB0,It's So Fine,Jackie Wilson,Lonely Teardrops,Unknown,,128.93995,136.749,10,1,-9.936,0.0,0.0,1958
MillionSongSubset/B/B/J/TRBBJST12903CEC7DC.h5,SOAWNUW12AC46877F8,The Bull Frog,Edmundo Ros,Samba Samba,Unknown,,152.05832,232.436,7,0,-15.79,0.0,0.0,0
MillionSongSubset/B/B/J/TRBBJPY128F92F31E0.h5,SOLFCRY12A8C13F38F,Skinned Strings,Chico Hamilton Quintet,An Introduction To Chico Hamilton Vol 3,Unknown,0.0,316.73424,165.476,7,1,-27.336,0.0,0.0,0
MillionSongSubset/B/B/J/TRBBJUQ128F92D5776.h5,SOXVIYL12A8C144517,Danser seule 2,Klimperei,Improvisation with myself_ volume1,Unknown,,12.85179,157.376,0,1,-4.358,0.0,0.0,0
MillionSongSubset/B/B/J/TRBBJFM128F427ADEC.h5,SODIJTB12A8C138FB2,Foreign Prince Of Tokyo,Vodka Collins,Boy's Life,Unknown,,249.96526,120.253,4,0,-6.872,0.0,0.0,0
MillionSongSubset/B/B/J/TRBBJBO128F92EB2C5.h5,SOAUQNX12AB017B7CF,Your Touch Versus Death,Every Time I Die,The Burial Plot Bidding War,Unknown,0.5297306072289015,215.43138,187.401,10,1,-9.171,0.0,0.0,2000
MillionSongSubset/B/B/J/TRBBJLK128F427FCDE.h5,SOXXNBB12A8C13C633,Rumpu lyö,Solistiyhtye Suomi,20 Suosikkia / Rilluttele yö,Unknown,,148.71465,192.297,9,0,-14.254,0.0,0.0,0
MillionSongSubset/B/B/J/TRBBJTX12903CFC111.h5,SOTGKDD12AC9072C18,House Music,Save As,Chill House Planet_ Vol. 4,Unknown,0.0,337.81506,125.032,6,0,-6.466,0.0,0.0,0
MillionSongSubset/B/B/J/TRBBJAJ128F425DA40.h5,SOWCTVQ12A8C134C64,True Nature,Jane's Addiction,Strays,Unknown,0.630187627199708,229.61587,92.099,7,0,-3.782,0.0,0.0,2003
MillionSongSubset/B/B/Y/TRBBYWM128F9324A8B.h5,SOBPMLZ12AB01819E3,Hey Little Girl (1949),Professor Longhair,Tipitina,Unknown,,179.93098,113.445,2,1,-10.333,0.0,0.0,0
MillionSongSubset/B/B/Y/TRBBYKP128F92D60F0.h5,SOWCJPI12AAF3B229C,Howells Delight,The Baltimore Consort,The Best of The Baltimore Consort,Unknown,0.21204540548371908,240.40444,123.784,7,1,-17.271,0.0,0.0,0
MillionSongSubset/B/B/Y/TRBBYOI128F4256732.h5,SOOFHUH12A8C1340A5,Out Of This World,Black Flag,I Can See You,Unknown,0.579038701159863,133.25016,207.238,10,0,-13.77,0.0,0.0,1985
MillionSongSubset/B/B/Y/TRBBYQM128F1468524.h5,SOTSKKZ12A6D4F71C4,Petite Fleur (Instrumental) (1996 Digital Remaster),Henri Rene And His Orchestra,Ultra-Lounge / A Bachelor In Paris - Volume Ten,Unknown,,168.54159,112.911,3,1,-16.797,0.0,0.0,0
MillionSongSubset/B/B/Y/TRBBYYL128F4236EBC.h5,SOYJHEW12A8C133A40,I Changed My Mind (DJ Spinna Remix),Lyrics Born,Same !@#$ Different Day,Unknown,0.4432913119053975,313.15546,98.927,11,1,-3.528,0.0,0.0,2005
MillionSongSubset/B/B/Y/TRBBYGX12903CEF0BC.h5,SOLDLRC12AC907269F,This Side Of Paradise,Nestor Torres,The Very Best of Nestor Torres,Unknown,,280.2673,195.995,7,1,-8.034,0.0,0.0,2001
MillionSongSubset/B/B/Y/TRBBYST12903CE82DB.h5,SOPYMLY12AC3DF67AE,Keys To The Whip (Straight Pimpin' Mix),Disco D feat. Lola Damone & Helluva,A Night At the Booty Bar,Unknown,,226.61179,152.34,6,1,-7.765,0.0,0.0,0
MillionSongSubset/B/B/Y/TRBBYFJ128F42A22D4.h5,SOWVTAJ12A8C13C6D5,Jingle Bells,Jim Reeves,Christmas Songbook,Unknown,0.46899778764525596,108.19873,95.264,0,1,-13.323,0.0,0.0,1963
MillionSongSubset/B/B/Y/TRBBYDT128F14805B4.h5,SOBPTED12A6D4F99C7,You Can't Hurry Love (Live),Phil Collins,Serious Hits... Live!,Unknown,0.4574471670851005,174.23628,206.941,11,0,-9.79,0.0,0.0,1990
MillionSongSubset/B/B/X/TRBBXLI128F931BC58.h5,SOAEHZK12AB0182ADF,20 horas de nada,Alex Ubago,Calle ilusion,Unknown,,216.58077,121.687,2,1,-7.91,0.0,0.0,2009
MillionSongSubset/B/B/X/TRBBXEG128F424EC2C.h5,SOPKWZP12A6D4F7DAF,Babes In Arms,April Wine,Harder . . . Faster,Unknown,0.6041284533766407,200.9073,127.463,4,1,-13.613,0.0,0.0,1979
MillionSongSubset/B/B/X/TRBBXML128F4256DFF.h5,SODEAZT12A8C135EA2,Ur Själslig Död,Månegarm,Vargstenen,Unknown,0.6537832042604835,264.6722,147.91,10,0,-3.779,0.0,0.0,2007
MillionSongSubset/B/B/X/TRBBXXC128F427044F.h5,SOGRCIP12A8C1347C0,Round 7:  2138,Cassius Clay,I Am The Greatest!,Unknown,0.22096654906218638,246.96118,97.065,9,0,-15.02,0.0,0.0,0
MillionSongSubset/B/B/X/TRBBXMC128F422C330.h5,SOBMGUW12A8AE4726A,Cum,Eric Burdon,Wild & Wicked,Unknown,0.3277366831778408,168.30649,149.527,11,1,-7.207,0.0,0.0,0
MillionSongSubset/B/B/X/TRBBXLS128F9323D9B.h5,SOQFKZW12AB0181847,Kyana,Arctique,Season Selection - Summer,Unknown,,468.00934,130.004,9,0,-8.214,0.0,0.0,0
MillionSongSubset/B/B/X/TRBBXGU12903CCC870.h5,SODVVZT12CF58273DB,The Christmas Song,Mannheim Steamroller,Christmas Song,Unknown,,199.83628,96.002,6,1,-11.949,0.0,0.0,2009
MillionSongSubset/B/B/X/TRBBXTY128F427EA62.h5,SOJMRUS12A8C13693A,Rescue And Breakout,James Horner,The Missing,Unknown,0.3651438041452445,203.54567,95.543,11,0,-16.487,0.0,0.0,2003
MillionSongSubset/B/B/X/TRBBXPL128F9321D39.h5,SOJWBVN12AB01868AA,Madeleine (feat. Thomas Fersen),Jean Corti,Fiorina,Unknown,,174.81098,86.686,0,1,-6.505,0.0,0.0,0
MillionSongSubset/B/B/X/TRBBXSE128F42798F6.h5,SOYTUNS12A8C134C16,Honey,Mariah Carey,Greatest Hits,Unknown,0.6790772962336082,301.19138,95.929,5,0,-7.488,0.0,0.0,1997
MillionSongSubset/B/B/X/TRBBXWG128F148B444.h5,SOOTLIP12A6D4F95BC,Zhui Zhong,Jacky Cheung,E Lang Chuan Shou,Unknown,,226.37669,169.898,4,0,-12.175,0.0,0.0,0
MillionSongSubset/B/B/X/TRBBXWQ128F93418EB.h5,SOCHJTF12AB01829CE,Silver Bells,Lacy J. Dalton,Christmas Country,Unknown,0.0,186.8273,96.616,1,1,-16.508,0.0,0.0,0
MillionSongSubset/B/B/T/TRBBTJH128F1476BC7.h5,SOHZYBG12A5829168F,Apoliome Re Giorgi (Feat. Etsi De),IMISKOUBRIA featuring Etsi De,I Apli Methodos Ton Trion,Unknown,,245.26322,100.003,10,0,-5.717,0.0,0.0,0
MillionSongSubset/B/B/T/TRBBTFO128EF345397.h5,SOTBDNQ12A67ADBF2A,The Hills Of Old Wyomin',Roy Rogers,Ride Ranger Ride,Unknown,0.2530973283167317,185.0771,100.451,0,1,-18.421,0.0,0.0,0
MillionSongSubset/B/B/T/TRBBTLA128F4226907.h5,SOWOWTL12A6D4F9EB9,Désolé Pour La Poussière,Miossec,1964,Unknown,,225.90649,89.013,2,1,-7.254,0.0,0.0,2004
MillionSongSubset/B/B/T/TRBBTZW12903CE7495.h5,SOQAUIF12AC46861CF,Better Days (Album Version),Faith Hill,Faith,Unknown,0.5177890440253479,207.80363,141.705,0,1,-7.132,0.0,0.0,1998
MillionSongSubset/B/B/T/TRBBTDV128F934F6B1.h5,SOGOBIT12AB01899DE,If I'M Dreaming just Let Me Dream,Brenda Lee,The Very Best Of Brenda Lee Vol.2,Unknown,0.38293509007501925,173.06077,124.291,8,1,-11.761,0.0,0.0,0
MillionSongSubset/B/B/T/TRBBTSI128E0790E7B.h5,SOLFRCH12A67021C28,Got To Tell The People,Cornell Campbell,Tell The People,Unknown,,184.99873,141.257,11,1,-15.726,0.0,0.0,1997
MillionSongSubset/B/B/T/TRBBTUD128F42A10A3.h5,SOKZCJC12AF72A8C79,Here And Beyond,Behemoth,Zos Kia Cultus,Unknown,0.6204583740756491,206.44526,114.929,6,0,-4.46,0.0,0.0,2002
MillionSongSubset/B/B/T/TRBBTJG12903CD5B47.h5,SOTVMJI12AB018638F,Distant Cousin,George Schuller,JigSaw,Unknown,0.0,409.0771,103.022,7,1,-13.132,0.0,0.0,0
MillionSongSubset/B/B/T/TRBBTOM128F42309C2.h5,SOAQRFQ12A8AE46466,Love,Opals,Doo-Wop Classics Vol. 9 [Beltone Records],Unknown,,136.77669,155.611,5,1,-9.271,0.0,0.0,0
MillionSongSubset/B/B/T/TRBBTQB128F92FAB03.h5,SOACXUA12AB017C9A4,Rotate,Capone-N-Noreaga feat. Busta Rhymes and Ron Browz,Channel 10,Unknown,0.4623799459732465,256.1824,201.494,0,1,-3.163,0.0,0.0,2009
